리뷰 번호,리뷰 원문,카테고리
83423,냉장고가 겉으로는 작은데 안이 넓어 좋다,공간효율성
83424,냉장고 노크온 덕분에 주방 분위기가 고급스럽고 냉장고 사용하기가 너무 편리해서 주방일하는게 더 행복해졌습니다디자인품질 다 만족합니다,디자인
83427,냉장고 가성비 좋아요 용량도 크고 디자인도 깔끔하네요,공간효율성and디자인
83428,기다리다 받앗는데너무조아요용량도크고 메탈이라 맘에쏙들어요기사분들도 친절하세요잘쓸께요,공간효율성
83429,9월4일 주문하고 9월15일에 배송 받았어요추석이 끼어서 늦을 줄 알았는데 마침 명절연휴 마지막 일요일에 배송되어서다행이라 생각합니다기존 냉장고가 조금 작아서 이걸로 바꾸고 나서 수납공간이 얼마나 넓은지 공간이 많이 남아요 색상이 기존에는 흰색이어서 주방이 훤했는데 이건 조금 어둡네요그렇지만 훨씬 고급스러워요 사은품은 언제 올려나 기대됩니다,공간효율성
83430,구매 한지 이주 안 돼서 배송됐어요 가성비가 너무 좋아서 만족하고요 디자인도 예쁘네요 기사님 친절하게 배송해주셔서 감사 하구요 싸운 품으로 저는 믹서기는 아직 않았지만 기대 되네요 잘 쓰겠습니다,디자인
83433,가격도 만족디자인도 만족냉장고 속에 음식을 넉넉히 넣을 수 있어서 만족 머니머니해도 냉장고는 LG전자 제품이 최고랍니다,공간효율성and디자인
83442,추석이 껴서 배송은 예상보다 늦어졌지만 설치도 잘 해주시고 친절하고 크기가 커서 맘에 들어요 설정 온도로 되기까지 하루 이상 시간이 걸리네요 이쁘고 참 맘에 듭니다,디자인and디자인
83443,추석에 주문하고 오늘 받앗는데 배송도 타지역에서 빨리해주섰고 소음도없는 편이고 일등급에 국산다 맘에 듭니다강추,소음
83447,주문하고 기다리는 시간은 길었지만 옛것을 버리고 새것으로 바꾸는 마음은 좋았습니다넉넉한 내부공간과 새련된 디자인 좋았습니다,공간효율성and디자인
83449,배송은 진짜빠릅니다 주문후 이틀뒤 보았네요 기존사용중이던 제품의 소음및 고장날우려로 명절전에 못받으면 어쩌나했는데상담원의 친절한서비스 빠른배송으로 명절전에 받았습니다 빠른배송에 도움주신 상담원분께 감사인사드립니다 제품 색상 디자인 가능 모두모두 맘에듭니다 배송기사분들도 아주친절하게 설치잘해주셨구요,디자인and디자인
83451,좋슥니다 안쪽공간이 넓어서 좋네요,공간효율성
83453,전에 쓰던 냉장고랑 동일디자인이라 구입했어요 대용량인 만큼 넉넉해서 좋아요  매직스페이스 필요없고 얼음 얼리기 편하고 냉동실 서랍형이라 쓰기 좋고 계란 수납도 따로 할 수 있고 좋아요  전에 쓰던 모델은 살짝 밀면 닫혔던거같은데 요건 그렇지 않아요 암튼 강추해요,공간효율성and동작편리성and공간효율성
83459,작은것사용하다가 큰냉장고사용하니 공간도넓고 냉기가좋아요잘쓸께요,공간효율성
83460,냉장고에서 똑딱 드륵 소리가 자주 납니다 TV 보다가도 요리 하다가도 응 하고 또 소리나네 할 정도로요 리니어 기술로 예전에 들리지 않던소리가 들리게 된 거라고 합니다 제 가족들은 이 소리 듣고 새 냉장고에서 이런 소리 듣는 거 처음이라고 합니다 이 소리 뭐냐고당황 스럽네요사은품 선풍기인지 에어서큘레이터인지 언제 오나요,소음
83461,음료바를 꾸욱 눌러 닫지않으면 저절로 닫히지 않습니다 암 생각없이 툭 닫았다가 반나절동안 냉장고 문이 열려있어서 음식 다 녹고 난리도 아녔어요,동작편리성
83465,예쁘네요 적당히 가겨도 잘사고 잘쓸게요,디자인
83466,엘지 디오스  넝 좋아요가격도 할인받구  싸게 구입했구 엘지기사아저씨도 너무친절하시구 이십년쓰다  야채가얼어서바꾸게됐는데 너무잘했구 추석에 음식이랑 해도  널널하게 사용한것도  너무좋아요디잔이랑 흐비좋게 요즘 이리잘나오는줄세상 이 너무좋아진것도 냉장고사구새삼 알았어요 담은김치냉장고도 바꿀까 생각중 중니다,공간효율성
83468,싱크대를 새로 고치면서 검정색 대리석과 메탈 하부장을 설치했는데 메탈 실버의 냉장고를 구입 설치하니 넘 잘 어울립니다 해피콜 주셔서 원하는 날짜로 약속했고 약속 시간 잘 지켜서 배송해 주셨습니다 LG 배송 기사분 두분이 오셔서 냉장고 문을 분리해 엘리베이터로 실어 오셨고요 수평 잘 맞춰 주시고 사용 전반에 관한 설명도 친절히 잘 해 주셨습니다 메탈 제품이 예쁘기는 한데 스크래치가 잘 난다고 하시면서 투명 테이핑은 두고 쓰시다가 보기 안 좋게 일어나면 그 때 벗기면 된다는 설명까지 해 주셨어요 디자인과 컬러 예쁘고 냉장 냉동 성능도 좋고 소리까지 조용하네요 설치 다음 날 사용 중 문의사항 있으면 언제든 연락달라는 문자까지 남기셨네요 사후 서비스까지 만족입니다  잔고장 없이 오래 사용하고 싶어요,디자인and디자인and소음
83471,소음없고 작동잘돼고 정말 잘샀어요저렴해요,소음
83475,사진으로 보았을때보다 색감도 좋고 고급스러워요 무엇보다 냉장고가 빨리 시원해지고 조용해서 좋네요,디자인and디자인and소음
83477,배송은 많이 느렸구요 배송 업체에서의 불친절함은 제가 컴플레인 걸었을 정도로 기분 나빴습니다 그런데 냉장고 진짜 좋아요 안도 깊고 넓었으며 기능이 많더라구요 전 냄새를 잡아,공간효율성and공간효율성
83486,김치톡톡 저는 저거 샀어용원래 김치냉장고로 나왔는데냉장 냉동따로 돌릴 수 있고가운데 서랍은 김치냉장고로만 설정되용 만족하며 씁니다,조작편리성
83487,디자인좋고 소음도거의 안나고 지인들께 추천합니다,디자인and디자인and소음
83490,다른매장 방문도 해봤는데가곅도 좋고 소음도없고 1등급이고 국산아라만족합니다멀리서 지방까지 빠른 배송도 만족스럽네요오늘받아서 사용중인데 아직은 대만족입니다,소음
83492,너무 마음에 들어요 크기도 색상도 다 좋습니다,디자인and디자인
83493,냉장고 크고 이쁘네요,디자인and디자인
83496,14년된 냉장고가 고장나서 갑작스럽게 주문했는데 여름철이라서 그랬는지 배송이 25일만에 왔네요  냉동실 얼음얼리는곳이 넘 작아서 좀 아쉽지만 디자인도 맘에들고  간편기능조작을 할수 있어서 좋아요 아직 새것이라서 그런지는 모르지만 냉장고냄새도 안나서 젤 좋아요,공간효율성and디자인and조작편리성and위생
83500,공간이 넓고 단순해서 사용하기 좋습니다,공간효율성
83502,지정된날짜에배송오시고신상으로첫출하되엇다는데 너무좋네요김치냉장고안에수납도 많이되서너무좋은것같아요두식구사용예정인데 넉넉히딱좋네영여러용도로 쓸수 있어서 진짜굿굿물류센터에서도 바로 오니 믿을수잇어요,공간효율성
83507,전체적인디자인은 맘에 들구요냉동실이 작은것이 좀아쉽네요,디자인and공간효율성and공간효율성
83510,저렴하게 잘 구입했어요선물이라 늦게 확인했는데 생각보다 작진 않아요다만 배송이 5일정도 걸린게 아쉽네요,디자인
83512,삼성 지펠 9년쓰다가 냉장고쪽 얼음얼고 냉동고 맨아래칸 얼음얼고 이래저래 맘고생하다가 무조건 엘지안에서 고르다가 화이트찾고 바로주문했어요 재고가없어 조금기다렸지만 새냉장고 간만에 받으니 너무 좋아요 아직 양문형쓰던 습관때문에 어색하긴하지만 아침마다 냉장고 보면서 흐뭇하네요위칸 냉장실 넓어서 좋고 아래칸 냉동고는 슬라이드로 돼있어 꺼내쓰기편리해요 얼음얼리는게 그전꺼보단 작지만 자리를 많이 잡아먹지 않아서 괜찮아요 상단왼쪽 문아래쪽에 배송기사분의 실수로 긁힘 발생하여 며칠뒤에 교체하기로해서 기다리고있어요 설치하고나면 싸인전에 꼼꼼하게 보세요 저도 오전에 설치받고 퇴근후에 발견해서 많이 속상했어요,공간효율성and동작편리성and기타
83518,오늘 냉장고 손잡이 파손되어서 혹시나 해서 검색했는데 저희집 냉장고랑 동일기종 똑같은 부분이 부러졌네요 블루투스 스피커 내장된 제품 맞지요 이쯤되면 자체결함 아닌가 합니다 오른쪽 문짝도 그리된다니 더 화가 나네요,견고성
83520,그동안 작은 냉장고만 쓰다가 이번에 엘지디오스 대용량 메탈형 냉장고를 구입했는데 너무 만족합니다 제품색상도 이쁘고 성능도 좋아 간지가 나네요 사랑해요 엘지,디자인
83522,손잡이 고정형이라 교체해야하고요  소음이 점점 심해져서 as불러야겠어요구매하실때 참고하세요,소음
83525,생가보다 크지만 아주 좋습니다,디자인
83526,상품 좋습니다 디자인이랑 만족합니다,디자인
83527,배송 잘 왔구요친절하게 배송후 설치해 주셨어요화이트펄 너무 이쁘구요크기도 맘에들고 매직스페이스 좋네요,디자인and디자인
83529,배송 빠르고 친절하시고 아주 좋아요 원룸에 쓸려고 샀는데 크기도 적당하네요 다른 싸이트보다 몇만원 비싸지만 에이치몰이라 믿고 구매했습니다,디자인
83533,가구들이 화이트라 같은화이트로 햇는데 너무이쁘네요,디자인
83534,가격도 좋고 양문형 냉장고 사용하다가 어머님댁에 바꿔드렸는데 넓고 좋다고 하시네요실버색상이라 고급스러워 보이고 간지나 보여요손자국이 나서 깔끔떨어야하는게 단점이지만 다른건다 만족 합니다기사님도 친절하게 설치해주시고 가셨다고하네요가전제품은 역시 LG가 갑입니다용,디자인
83535,크기도 적당하고 냉동실도 은근 넓고 좋네요,디자인and디자인and공간효율성
83539,출입문이 협소하여 이제품을 구매하게 되었는데 지정한 날짜에맞춰 잘설치해주셨고 사진보다 실물이 훨씬 이쁘고 고급스럽습니다 설치해주시는 기사님들도 참 친절하고 정성껏 잘 해주시고이제품 구매하기를 잘 했다고 여겨집니다,디자인and디자인
83547,조금 작지만 만족합니다,디자인
83551,정마루깔끔하고 안에 많이 넣을수 있어서 좋아용냉장고 조용하고 사다리아저씨가 바빠서 안올려주시고 가셨는데 엘지아저씨 두분이서 3층까지 조심히 들고오셔서 설치해주셨어용 정말 감사했습니다,공간효율성
83559,이 가격에 이렇게 간편하고 예쁘고 편한 엘지 냉장고를 구매하다니 너무 좋아요 디자인도 깔끔하고 예뻐요 실제로 보니깐 더 맘에 드네요   일반형이라 공간도 더 넓고 필요한 기능만 딱 있고 깔끔해요 아이스 메이커도 편하고 잘 쓸수 있어요설치기사분도 설명 잘해주셨고 친절했습니다,디자인and디자인and공간효율성
83562,용량도 대혐이고 디자인 및 컬러도 마음에 듬,공간효율성and디자인
83565,소음이 좀 커요 간헐적으로저소리에 깬적도있어요 여기원룸이라방안에 냉장고가 있거든요 복불복인지는 모르지만  엘지라 엄청믿고 기대했는데 조금 아쉬워요 잘쓸게요,소음
83571,디자인 맘에들고 깔끔하네요 배송은 매우 느리네요,디자인and디자인
83574,냉장고가 고장나는 바람에 구입했습니다 온오프라인 모두 추석연휴때문에 최소 일주일이상2주 걸린다고 들었는데 월요일 밤에 급하게 주문하고 화요일에 고객센터 연락받고 다음날 수요일에연휴전일 배송이 된다고 하여 깜짝 놀랐어요기쁨 음식들은 대충 김치냉장고에 넣고 지낸터라 빠른 배송에 너무 감사했습니다문짝떼고 현관 잠금장치까지 떼고 무사히 설치 했네요 폐냉장고도 잘 가져가주시고냉장고 위치설정과 문높이 조절설명까지 해주시고 가셨습니다 약속시간에도 맞추어 와주셨구요사피아노 무늬도 마음에 들고 색상이 고급지네요매직스페이스에 많이 들어가서 전체 문 여닫을 일이 줄것같아요이 냉장고는 더 오래 사용했으면 좋겠네요,디자인and디자인and동작편리성and디자인
83575,만족합니다 냉장고도 생각보다큽니다,디자인
83580,냉장고 소음없고 정말 좋아요 배송도 빠르고 기사님 정말 친절합니다,소음
83594,크기도 적당하고 깔끔하니 좋습니다,디자인
83603,주문한지 이틀만에 배송 왔습니다 배송기사님들도 너무 친절하셨구요 모든칸 냉장냉동을 각각 설정 할수 있는 부분이 너무 마음에 듭니다,조작편리성
83610,작은걸 샀더니 튀어나오지도 않고 좋아요 냉장실은 넓은데 냉동실은 좁은듯합니다 정리해야죠,공간효율성and공간효율성
83616,일찍 배송해 주셔서 고맙습니다 색깔도 좋고요 약간 작긴 하지만 사용하기 아주 편해요 잘 사용하겠습니다,디자인and디자인
83629,색상도 마음에 들고 우선 사이즈가 생각보다 넓어서 좋네요 깊이가 있어서 큰솥도 들어가고 문양이 있어서 손자국도 남질않네요,공간효율성and공간효율성and디자인
83635,갑자기고장난 냉장고 급하게 구입했지만 배송도 빠르고 깔끔한디자인 맘에드네요,디자인and디자인
83636,부모님 선물로 샀는데 너무 좋아 하시네요냉장고도 크고 기사님들이 너무 친절 하셔서감사하더라구요 대만족 입니다 가성비 짱이예요,디자인
83637,배송이 엄청 빠르네요9월 9일에 주문했는데 11일날 받았습니다폐가전도 수거하고 잘 받았습니다디자인도 깔끔하고색상도 깨끗하고기능도 다양하고여러모로 만족합니다,디자인and디자인
83649,9월 4일에 주문해서 원하는 날 11일에 잘 받았습니다 판매자님 배송일 변경도 신속히 처리해주셔서 주문하고 원할한 배송 만족합니다 뚜껑 소형 사용하다 식구가 늘어 바꿨는데 집구조상 세미빌트인 구매했어요 깔끔하고 예뻐요 LG 선호하는 편이라 이번에도 만족스러워요,디자인and디자인
83650,디자인도깔끔하고 용량도 커서 좋네요 제품배송도 빨랐어요,디자인and공간효율성
83651,냉장고자체는 너무 좋아요 다만 지문이 잘 묻어나서 자주 닦아줘야될거 같아요,디자인
83652,내심 옛날모델일까봐 걱정했는데 크기도 적당하고 수납공간도 아주 많아 좋아요다만 배송이 지연되서 이부분은 미리 고지를 줬으면 더 좋았을것 같네요,디자인and공간효율성
83655,넓고 좋아요 저렴한금액이었는데 만족도 입니다,공간효율성
83658,냉장고가 컬러 때문인지 튼튼해 보이네요 성능도 좋겠죠 사용해보나 좋아요,디자인
83660,구매하고 이틀만에 왔어요깔끔하고 이뻐요,디자인and디자인and디자인
83662,기능 및 디자인 색상 모두 맘에 들어요,디자인and디자인
83664,공장 출고부터해서 기스가 많은 제품 그대로 소비자한테 보내져서 교체 신청해놓은 상태입니다배송 온 기사님도 너무 불친절,견고성
83667,4도어와 2도어를 고민하다가 디자인이 4도어같이 깔끔하고 용량 또한 크며 가격이 저렴하여 샀습니다받아보니 더욱더 맘에 듭니다,공간효율성and디자인
83670,할인 많이 할때 저렴하게 잘 샀습니다 생각보다 많이 크고 좋아요 배송도 8일걸렸습니다 지난주 월요일 주문했는데  요번주 화요일 도착했습니다,디자인
83671,냉장고가 고장나서 급했는데 원하는 날짜에 배송해준다는 소리 듣고 기다렸어요 근데 제 날짜에 안 와서 불편함을 겪었네요 하지만 냉장고 성능은 좋은 것 같아요 조용하고 공간도 넓고 좋네요 요즘은 색상이 다 메탈컬러인데 하얀색이어서 맘에 들었어요,소음and공간효율성
83675,크고 넓고 음식 얼지않아좋아요배송도 빨랐고요 태풍온날 바람진짜많이부는데도  안전하게 사다리차로 배송해주셨어요 기존것이 넘작아 바꾸었는데 만족해요,디자인and공간효율성
83680,추석 전에 받아서 다행이고 설치기사분 늦게까지 설치해 줌 지펠 양문형에서 이걸로 바꿨는데 냉장실 크기도 괜찮고 전기도 적게 들어 좋음,공간효율성
83685,지난 토요일 오후 2시 엘지디오스 4도어 매직스페이스 냉장고를 새로 설치후 설치기사가 1시간후 음식물을 냉장고에 넣으라고 해서 1시간 30분 후 오후 4시 30분에 저녁 8시경 냉장실은 안 시원하고 냉동실은 음식이 다 녹아서 쭈쭈바는 아예물처럼 변했고 그후 밤9시  10시 12시까지도 전혀 냉기가 없었는데 다음날 아침이 되어서야 냉기가 생기더군요 냉동실음식은 다 녹아서 버렸구요월요일 아침 엘지전자 서비스 기사가 와서 확인해 보더니 정상이래요 엘지디오스 4도어는 냉각방식이 다르고 용량이 커서870L 정상작동까지 걸리는 시간이 24시간이며 6시간이상 냉동실이 작동 안한것도 정상 전 지금도 신뢰가 안가는 냉장고 때문에 추석명절을 어떻게 보내야할지두렵습니다 음식물 버린것은 아예 신경도 안쓰고 물류센터 기사가 설명을 제대로 안해줘서 그런거라고 합니다 당당히 녹취까지 해주고 갔습니다엘지디오스 냉장고 4도어 구입시 꼭 24시간 이상 음식물을 보관할 대책을 마련하고 구입하세요 물류센터 직원은 교육받을 시 설치후 2시간후부터 음식보관하라고 교육받았다 하고,기타
83686,주문한지 이틀만에 배송중이라는 연락 받았고배송 시간 맞추느라 주문 후 5일 후에 받았네요실물 보지 않고 가전제품 사는건 처음이었는데 선물해드린 부모님도 너무 만족하시고 색상도 이쁘구 디자인도 깔끔하니 너무 예쁩니다어른들은 아직도 양문형 싫어하시는 분들 있는데 어른 두 분이서 쓰시기에 아담하고 깔끔하니 딱 좋은 사이즈 인 것 같습니다강추합니다,디자인and디자인and디자인
83689,좋아요 매우크고 디자인도이뿌고,디자인and디자인and디자인
83701,저는 기존냉장고들과 다르게  손집이가 가운데 있어서 조금 불편하기는해요  그것말고는 전기세도 많이안나오고 좋아요,동작편리성
83703,가격면에서 구입잘했어요 상품받아보니 이쁘고 만족해요 저녁시간이라 차가많이밀려 조금은 지체되었지만 기사분들 너무 고생많았어요,디자인
83712,원하는 날 오전에 배송  냉장고 수납 짜임새 있고 공간도 용량대비 넓어 보여요 냉장고도 배송도 설치도 모두 마음에 드네요,공간효율성and공간효율성
83715,완전 만족하고있습니다 사실 기존 양문형에사 일반냉장고로 바꾸면서 많이 걱정했는데 냉장고부분은 크게 차이못느끼겠고 냉동실인 좀 부족하긴한데 냉동식품 안쟁여두면 쓸만해요,공간효율성
83716,와인 잘 보관하고 있습니다 소음도 적고 디자인도 예쁘네요 만족합니다,소음and디자인
83719,오피스텔 빌트인 제거하고 그자리에 설치했어요여러번 구매했어요디자인 깨끗하고 성능 좋습니다,디자인
83720,오래된 냉장고가 고장나서 이번에 이 제품 구입하게되었는데 역시 lg냉장고네요 사진상보던거보다 실내가 좌우가 넓어서 좋네요 과일칸이 좀 좁은거빼고는 엄청만족합니다 냉장 냉동도 하루 정도 사용해보니 정상작동 잘되네요 배송도 원하는 날짜에 딱맞게 배송되었고 설치기사님 두분도 날씨 더운데 친절하시고 고생하셨습니다 폐냉장고도 수거해가서 좋았어요,공간효율성and공간효율성
83726,엄마 집에서 전에 쓰던게 양문형 764L이라 거의 260L가 줄어들어  크기가 많이 작을 줄 알았는데  거의 차이가 없는 것 처럼 느껴진다고 좋아하시네요  냉장고 속이 넓게 나온건가 싶어요 매우 만족하셔서 저도 아주 기뻤습니다  배송도 빠르고 기사분도 친절하시고 감사합니다,공간효율성
83730,배송은 생각보다 빨랏습니다 명절이후에 올거라 생각했는데요 명절이전에 왔습니다 폐가전 수거 궁금해 하실텐데  폐냉장고 수거 원하시면 무료 수거 해주십니다 브랜드 상관없이 수거하시고 설치 기사분들도 친전하시고요 냉장도 들어오는날에 냉장고 보관중인 상품은 모두 빼놓고 기다리심이 좋을거 같아요 냉장고에서 썩은냄새가 진동하니 그전에 빼주시는 센스가 필요로 합니다 냉장고 크기도 매우 크고 좋네요 아쉬운건 등급이 3등급이라는점이 아쉽습니다,디자인
83731,실내도 넓고 이쁘고 넘 좋네요,공간효율성and공간효율성and디자인
83737,가벼운 냉장고라 그런지 문을 열때마다 흔들림이 있어요 가끔씩 흔들려서 불안한 경우가 종종 있네요 설치기사님 말씀으로는 음식물 채우고 사용시 흔들림이 없을꺼라고 하셨는데,동작편리성
83738,서 보시고 좋다고 하시네요 디자인도 예쁘다고 합니다 배송도 친절하고 잘 되었어요 감사합니다,디자인
83740,너무 마음에 들구요생각보다 크네요,디자인
83743,색상도 맘에들고 소음도 작게나고 배송과 설치도 깔끔하게 그리고 매끄럽게 잘 해주었습니다가격도 두가지쿠폰을 사용하여 저렴하게 구입했습니다LG디오스 번창하세요,디자인and디자인and소음
83744,색상 디자인 배송 모두 만족합니다,디자인and디자인
83746,사진보다 실물이 더 이쁘네요 공간도 넓직하고 수납공간도 편하게 잘되있어서 사용하기 좋을거같아요 배송기사님도 친절하셨어요,디자인and공간효율성and공간효율성
83747,사무실에 쓸려고 샀는데  까끔하니 예쁘네요맘에 들어요,디자인and디자인
83751,배송 1주일도 안되서 되었고 설치 일자도 원하는 날짜에 해주셨고 폐가전 냉장고도 무료로 수거해 주셨어요 비교적 저가의 제품이지만 양문형 냉장고 못지않게 냉동실 냉장실이 넓어서 좋고요 색상도 고급스럽고 너무 좋습니다,공간효율성and공간효율성and공간효율성and디자인
83752,부엌색과 어울리는 화이트 미니 와인셀러를 사려고 계속 봤는데 LG 디오스 와인셀러 정말 강추입니다 다른 분이 쓴 리뷰에서 소음이 적다고 했는데 전 거의 소리가 들리지 않아서 너무 좋네요 1도 단위로 온도조절도 되니 화이트와 레드 원하는 보관 온도 설정하세요 태풍 링링이가 오는 토요일에도 빠른 배송을 위해 설치해주신 기사님께 감사드리고요 기사님도 친절해서 기분 좋게 받았습니다 와인 8병까지 보관되니 데일리로 드시기 위해 보관하시는 분들에게 추천드려요 많이 파세요,소음and조작편리성
83753,본품 사은품 잘받았어요 잘쓰고있습니다 색상 맘에들어요,디자인
83762,배송예정일이 17일 넘어서 추석 뒤에 올까봐 걱정했는데 배송도 10일만에 추석전에 와서 다행이에요냉장고는 기대보다 깔끔하고 예뻐요 실용적이어서 너무 좋아요,디자인and디자인
83779,냉장고속 부피가 커서 많이 넣을수 있어 좋고디자인도 예쁜데문을 닫을때 반대편 문이 압력때문인지 약간 덜컹거려요 기존에도 양문형 냉장고였는데 이렇게 까지는 아니었거든요 설명서에 끝까지 손을 놓지 말고 닫으라고는 했는데 아직 익숙하지 않아서 그런거라 생각하렵니다,공간효율성and디자인and기타
83780,냉장고821디오스 크고 넓고 성능 아주 좋아요,디자인and공간효율성
83781,냉동 잘돼네요 서랍식이라 구분하기에 좋아요,공간효율성
83783,기사분들도 친절하시고 느무느무 조아요색상도 생각보다 고급스러워 보이고 굿,디자인
83795,가격대비 최고입니다 수납공간도 넉넉하고 좋습니다,공간효율성
83797,9월6일 주문했는데9월9일까지 배송 요청 오후 늦게 9월 7일 배송 예정이라고 문자 받았지만 현대몰에도 자세한 내용 없었고 9월 7일에 티비만 배송 연락와서 추석 전에 배송 될지 걱정되었습니다이전에 다른 온라인몰에서 구매한 냉장고 배송 된다는 문자로 고객센터 연락하니 배송 아직인데 구입하면 그렇게 한다고 합니다 그 냉장고 취소 후 배송소요일이 약간 짧은 현대몰 제품 다시 구입했습니다 9월9일 아침에 배송 연락와티비 외에도 냉장고 있다며 같이 주문했는지 확인 오전 약속으로 잘 배송설치되었습니다현대몰 배송 문의 글 취소 했는데 배송 후에 답변 왔습니다 모 온라인몰처럼 배송에 대해 더욱 구체적으로 안내해주면 좋겠습니다 제품 만족합니다2등급으로 1등급과 원년 차이 나서 고민했는데 가격 약간 낮아 구입했습니다 고급스럽고 세련된 메탈 디자인입니다 자주 쓰는 냉장실이 위에 있고 냉동실이 서랍이라 편리합니다 12인 가구 사용하기 적절합니다,디자인and동작편리성and동작편리성
83802,2019년 9월 7일 상품 받았고요 태풍날이어서 오전시간인데도 제법 강풍이었는데 설치기사 두분이서 친절하게 잘 설치해주셨습니다 상품은 구매하고 이틀뒤에 받았습니다 타사제품들과 뚜껑형 or스탠드 양문형 or 아닌가 가격까지 포함해서 정말 오랫동안 고민하다가 오래된 아파트의 좁은 현관입구와1층이고 사다리차사용불가 냉장고가 들어갈 곳의 사이즈와 적은 양과 짧은기간 보관되는 김치여서 이상품으로 결정하고 구매했습니다 현재 상칸을 냉동으로 중칸은 김치통 크기때문에 쌀과 잡곡으로 그리고 하칸은 김치보관했는데요 냉동과 쌀잡곡은 보관상태 좋습니다 다만 김치는 당일 장시간 냉장고에 못들어가서인지 아니면 하칸보다는 다른칸에 두는게 좋은건지 보관한 김치가 하루만에 너무 익어서 몇일 두고 보고 있습니다 그리고 냉장고와 다르게 김치냉장고는 겉면에 코팅비닐이 안되어 있는 점이 많이 아쉽습니다,디자인
83803,크기 딱 좋아요,디자인
83804,배송기사님들 아침 일찍 오셔서 수거해주시고 새냉장고 들여주시고 너무 고생 많으셨습니다친절한 설명과 친절한대우 너무 감사드렸어요어디하나 상하지 않게 잘해주셔서 좋았습니다냉장고도 너무 맘에 들어용9년간 잘 쓴 양문형 냉장고 보내고 작은 세미빌트인으로 4도어 샀는데 너무 영롱하네요아름답습니당기존거보다 훨씬 작은거지만 느낌은 더 커보이네용아무래도 4도어라서 그런거 같아요강추합니당배송은 9월 말이였다가 갑자기 오신다는 말에 조금 당황놀람이였지만 너무 좋았어용감사합니다 번창하세요,디자인
83806,추석 지나고 올줄 알았는데 생각보다 몇일안걸렸네요 배송기사님이 알아서 설치를 잘해주셔서 편했어요15년된 타사 냉장고를 떠나보내고 이번엔 LG걸로 갈아탔어요 얼음통이 작아서 살짝 아쉽네요,기타
83807,처음엔 하자있는 제품이 왔고 다시 받는데 시간조율하느라 오래걸렸고 다시온 제품도 마음에 안드는부분이 있는데 추석이 있고 다시 받을려면 너무 오래걸릴껏 같아서 그냥 씁니다,견고성
83810,오래 쓰긴 했습니다 뚜껑형 김치냉장고 사주니까 엄청 좋아하네요 용량이 크다고 도어형이라 편하다고 진즉 사줄걸 후회는 됩니다,공간효율성and동작편리성
83818,주문번호기존에 사용하던 636L냉장고가 오래되어 구입하게 되었어요사용 하던 냉장고 보다 용량이 적어서고민했지만별차이를 못느낄 정도로 사이즈 좋아요소리도 조용하고  배송 설치 기사님 아주 친절하셨어요8월25일에 주문해서2주정도  기다려야 해서 취소 할까 고민 많이 하다가기다리길 잘했다 생각이들어요,공간효율성and소음
83821,좁은 창문으로 냉장고문이랑 바퀴 다 분리해가면서친절하게 조심히 잘 배송해 주셨어요 배송 원하는 날짜에 배송해주셨고 냉장고 넓고 좋아요단 스페이스바는 잘 안닫혔을 경우 소리가 안나니 잘닫아주어야해요 안쪽에서 문쪽 물건 꺼내기가 좀 불편해요뚜껑이 움직였음 좋았을텐데어떤 경우 다시 스페이스바를 열어야하는 불편함이 있었어요단 어떤걸 수납하느냐에 달라지겠죠 디자인용량가격 등 현명한 선택했다고 생각합니다가성비 짱,공간효율성and사운드and동작편리성
83822,조용하고 튼튼합니다,소음and견고성
83828,민짜네요 다시 들어와보니 사진은 계기판 없는걸로 다 바꿨고딴거면 반품각인데 그냥 쓸랍니다제품 성능자체는 일단 조용하고 틀자마자 시원해지는거 보고 만족스럽네요,소음
83830,완전 예뻐요 배송도 희망일 딱 맞춰주시고 군더더기없이 깔끔한 처리에 대만족입니다,디자인
83831,정말 너무 너무 좋아요 공간은 많이 차지하지만  만족 합니다,디자인
83837,부모님 사드렸는데 엄청 좋아하세요 내부공간 넓고  냉장고 왼과도 깔끔하다고 저는 양문형 쓰는데 저도 보고 바꾸고싶더라구여,공간효율성and공간효율성and디자인
83842,잘 받았습니다 사다리차 이용했어요 비오는 날 설치하느라 기사님들 너무너무 수고하셨어요 깊이가 깊어서 수납 정말 많이됩니다 화이트라 깨끗하구요 지금 작동 잘 되고 있습니다,공간효율성
83849,이거 다른색상샀는데가성비만족이요4도어랑 고민하다샀는데매직스페이스 문쪽은 좀 좁아요다시사면 4도어사겠지만후회는없어요,기타
83851,원하는날짜에 배송이돼서 만족합니다 이사일이라서 안오면어쩌나 걱정했는데 디자인도 이쁘고 혼자사는 사람한테는 딱입니다,디자인
83853,우선 저렴한게 잘 샀구요 늘 이런타입의 냉장고를 사용해오던 터라 익숙해서 샀어요 성능좋고 이쁘기도 해서 만족합니다,디자인
83854,우선 가성비 좋아요 조용하고 내부가 생각보다 넓어요 그리고 아이스메이커가 크지 않아서 필요한 만큼만 얼음 얼릴 수 있어요,소음and공간효율성and기타
83855,용량 크고 디자인깔끔하고 조용하고 엘지라 믿고 사용합니다,공간효율성and디자인and소음
83872,배송 좀 걸릴거라 생각했는데 일주일도 안걸린거 같아요생각했던거보다 엄청 빨리 왔어요색상도 맘에들고 설치해주고 가신 기사님들두 친절하시고 좋았어요설명도 잘해주시구요만족합니다,디자인
