리뷰 번호,리뷰 원문,카테고리
133712,이전에 사용한 다이슨보다 소음이 훨씬 적고 공간도 많이 차지안하고  물걸레까지 되니 너무너무 좋아요,소음and디자인
133713,음 전문적인 청소보다는 분해해서 티슈로 쓱  닦으시더라고요 냄새는 필터서 많이 나서 필터 교체했고요  가지고 함 가보세요,위생
133718,그란데로 만족합니다 조용하네요 역시 lg,소음
133724,바퀴 잘 움직여요 부드럽고 가볍네요 힘도 좋구 기존 삼성만 쭉 쓰다가 엘지로 옮겼는데 엄청 부드럽고 가벼운 느낌이 들어요 단지 청소기 호스가 한쪽으로 쏠리는 느낌과 버티는 기분   암튼오자마자 사용했는데 만족해요 기사님들이 오셔서 상품박스 개봉후 바로 조립하고 후다닥 설명하고 가셨는데 작은 전자제품까지 이런 서비스를 하셔서  당황했어요  서비스는 좋지만 설명하시는건 잘 모르고 둘러대시더라구요  설명서 읽고 다시 인지해보니 모르시는게 분명하더라구요 뭐 그 정도쯤이야  더 사용해봐야겠지만 우선 만족입니다 청소헤드들이 엄청 많아요,핸들링and무게and무게and동작편리성
133727,배송이 빠르네요노즐 부분이 조금 더 가벼워진것 같네요,무게
133732,먼지통 비우는게 진짜 일인데 이건 진짜 편하게 되어 있네요,유지관리
133741,기존에 썼던것보다 흡수력이좋구조용해서 좋아요물걸레청소도 잘되구요잘 쓰겠습니다,흡입력and소음
133747,흡입력이 너무좋고 크기도  마음에 들어요,흡입력and흡입력
133748,흡입력은 터보기능까지 있을만큼 좋은데 터보기능으로 하면 11분밖에 청소를 못한답니다 표준모드로 써도 충분하답니다,흡입력
133749,흡입력과 핸들링이 좋아서 저도 이거 쓰고 있어요,흡입력and핸들링
133750,흡입 성능 아주 좋음  구성품이 너어어무 많음   코드선이 좀 짧음,흡입력and동작편리성
133755,어르신들이 쓰시기에는 조금 무거운가봐여  헤드가 위에있는것들은 좀 무겁긴한데 그래도 좋아하시네요,무게
133759,부모님 집에 하나 사 드렸어요 배터리때문에 생각보다 무게는 좀 나가네요 하지만 먼지비움 너무 간편하고 좋아요 먼지 비울때 모터 냄새가 좀 납니다 꾸준히 사용해봐야겠어요 아직 작동이 익숙하지가 않네요,무게and유지관리and위생
133760,필터식에 익숙한 분들은 불편할 수 있습니다대체적으로 흡입력은 좋지만 칼형 흡입구 중간에 구멍을 뚫어놔 청소기 흡입구보다 흡입력이 떨어집니다,흡입력and흡입력
133763,컬러감 너무 좋고 보기에도 이뻐요청소시 돌릴때는 조용하고 먼지털을때만 좀 시끄럽네요배송은 보통이에요,디자인and소음and소음
133770,청소기 몸체가 묵직하지만 잘 굴러다니고 소음도 적고 흡입력 좋아요필터를 한 달에 한번은 세척해서 하루 잘 말려쓰라고 하는데 청소기를 많이 쓰는 우리집은 20일에 한 번씩 세척하니 흡입력이 좋게 유지됩니다,소음and흡입력and흡입력
133775,조용하고 힘이좋아요,흡입력and소음
133776,조용하고 아주 좋아요,소음
133778,원래쓰고 있던 청소기가 고장나서 평소너무너무 사고싶던 올인원타워를 구매했습니다 배송은 열흘정도 걸려서 목빠질뻔햇어요  취소를 해야되나 생각하고 있었던중에 배송된다고 알림톡이 왔더라고요 제품받자마자 마음이 사르르 풀리면서 참고 기다리길 잘했단 생각이 들더라고요저희는 반려동물을 키우지 않아서 펫말고 침구흡입구가 있는 이제품으로 선택했습니다 블랙컬러가 아주딱 제스타일 이고 그전 쓰던 청소기는 선이 있어서 이방저방 끌고 다니기 힘들고 소리도 엄청시끄러워서 아이들이 도망다니기 바빳는데 이제품은 소리가 훨씬 조용하고 마루바닥청소 할때 드르륵드르륵 하는 소리가 거의 없어서 낮에 청소 못한날에는 밤에도 청소기를 돌릴수 있어서 너무좋구요 물걸레흡입구 정말 최곱니다흡입이 되면서 물걸레도 마르지 않고 바닥도 깨끗하게 잘닦여서 요즘 청소 엄청자주합니다 그리고 최고는 먼지비움 기능인듯 해요 예전엔 먼지통을 쓰레기통에 비우면 먼지가 날려서 싫었는데 지금은 버튼만 누르면 먼지가 비워지고 비싼돈 들여 사길 잘했단 생각이 드네요 매우만족입니다 그리고 저희집은 청소기를 넣어둘곳이 없어서 베란다에 놔었는데 빨래 널때마다 걸리적거려서 불편했는데 지금은 거실한곳에 세워둘수있어서 참좋네요,동작편리성and소음and소음and조작편리성
133789,저도 물걸레랑 같이 되니 흡입이 아쉽긴한데 그냥 빨아들이는 전용은 좋더라구요,흡입력
133796,일단 배송은 10일만에 받은듯 해요 그냥 마음을 비우고 기다렸더니 왔네요 갑자기 아침에 전화 와서 받았어요어쨌든 배송  됐으니 다행이에요 제품은 생각보다 커서 좀 놀랬어요 무게도 좀 나가구여 타사제품들보다 무게감이 좀 있어요 팔에 근육 생길듯요 근데 무게감 때문에 물걸레질안 잘될듯 해요 사용해봐야 알겠지만요 배터리도 두개고 괜찮아요 그리고 부속품 보관이 편해서 좋아요,무게and무게and배터리
133797,10년 전에 산 LG 무선 청소기가 고장나서 고치는 것보다 사는 게 나을 것 같아 새로 샀습니다 일단 기존에 사용하던 것보다 더 가볍고 소음도 적어요 하나 더 사서 본가에도 갖다놓을까 해요,소음and무게
133801,요즘 제가 갖고싶은 가전 1순위가 오브제 무선청소기에요삼성 비스포크와 비교해봤는데 그래도 오브제가 승흡입력은 좋은지 궁금해요 다이슨은 흡입력이 좀 아쉬웠거든요,흡입력
133803,완전 이쁘도 성능도 대박 배송도 대박이네요 감사합니다,디자인
133809,역시 좋아요디자인좋고 소음적고 깔끔하니 좋아요,소음and디자인
133813,엄청 좋아요 다른 회사 제품들과 많이 고민하다 골랐는데 맘에 들어요 반려동물과 같이 살아서 매일 침대를 돌돌이로 돌리는데도 침구헤드로 청소해보니 저만큼이나 먼지가 나왔어요아주 무겁지도 않고 흡입력 강한 것에 비해 그렇게 시끄럽지도 않고 좋아요,무게and흡입력and소음
133826,소음이 원래 시끄럽나요,소음
133827,소음이 너무 커요,소음
133828,소음도작고 머리카락도쫘악잘빨아드려 완존만족합니다,소음and흡입력
133832,생각보다 빨리 배송되서 좋았고 배송기사님이 친절히 설명해 주셔서 좋았어요단지 청소기 길이가 좀 짧게 느껴졌고 무게감이 느껴져서디자인은 예쁘고 먼지비움 기능이 맘에 듭니다 비싼 만큼 고장 안나고 오래 사용할 수 있었으면 합니다,무게and디자인
133833,색상과 디자인 품질 다 좋아요,디자인and디자인
133834,색부터 고급지고 예뻣어요생각보다 좀헤드가커서 놀랐지만 그전에 일렉트로룩스보다 가벼워서좋아요배송도빠르고성능도 좋네요,디자인and디자인and무게
133838,부모님 주문해드렸는데 배송 하루만에 오고 소음도 적어서 좋으시다고 하세요 사용하기 편하다고 하시네요,소음
133843,배송빠르고 바닥에 먼지 없는 느낌 너무좋아요 요것만 돌려도 청소에서 해방된 느낌입니다 분리해서 청소하기도 쉽고 첫 일이주동안은 공간파악하느라 좀 답답한데 꽤 구석구석 잘 청소합니다 청소기 돌리려면 바닥에 물건을 싹 치워야해서 귀찮다고 생각할수도 있지만 치운 덕분에 더 깔끔해져서 전 너무 좋습니다,조립성and청소가능영역
133845,물걸레  패키지는 머리카락  등 먼지가 잘 안 빨려들어가네쇼어차피 이중 청소해야 합니나헐 원패스라해서 산건데  한두푼도 아니고 많이 실망입니나,흡입력
133847,굿굿 흡입력이 더 강해졌고 디자인이 세련됐네요 무선은 답답해서 잘 못쓰겠어서 유선으로 샀어요 저렴하게 잘 산거같아요,디자인and흡입력
133848,무선청소기가 조금 무거워서 구입했어요,무게and무게
133851,마음에 드는 디자인입니다,디자인
133856,냥이를 한마리 기르고 있어서 주문했는데 3개월 정도 사용 했구요구석 구석 꼼꼼히 청소 됩니다단점은 거실이면 거실 방이면 방 문을 닫고 장소별로 해줘야 해요,청소가능영역
133870,흡입력이 좋아요 잘쓰고 있어요,흡입력and흡입력
133871,흡입력이 완전 좋아요 지난  모델보다 훨씬  좋은듯 하,흡입력and흡입력
133872,흡입력 너무 좋네요 다만 듀얼배터리가 더 오래쓸 수 있을 것 같아요,흡입력and흡입력and배터리
133877,간편하고 좋아요 헌데 먼지털데 소리가 엄청 크네요 다리가 아파 구입했는데 물걸레 청소는 잘 딱이는것 같아요,소음
133879,15년전에도싸이킹을썼었는데정말좋았어요파워가끝내줍니다,흡입력
133881,걍 다 이뽀염 좋습니다 배송도 많이 배려해주셔서큰 도움을 받았습니다  아이보리색이라 거실벽지랑도 그만이구염  앞으로가 문제인데 사용자의 관리책임도 있으니이 아이랑 잘 지내야겠죠,디자인
133884,청소하고 먼지통 비우기 귀찮은데 이거이거 획기적이네요 무조건 있어야겠어요,유지관리
133887,쪼끔만 가벼웠으면 하는 바램이 있드라구요,무게
133888,주문하고 다음날 땡볕더위에 바로 받아볼 수 있게 배송해주신 배송기사님 노고에 감사드립니다 언박싱하자마자 너무 만족스러웠구요 비쥬얼이 땋 스타워즈에 나오는 드로이드 BB8이 떠오르네요  요리조리 알아서 청소하고 집안 구석 구석 누비는 모습이 완전 귀요미네요물걸레 전용이랑 고민하다가 요즘 일년 내내 미세 먼지가 많은 것 같아 R9 오브제로 구매했습니다색감도 참 고급지고 이쁘네요로봇 청소기 초기 모델부터 엘지제품에 만족하구 재구매한건데 200 만족합니다AS 제품성능 디자인 나무랄데가 없습니다 앞으로도 더욱 좋은 제품 출시해주시길 고대해봅니다,디자인and디자인and디자인and디자인
133890,좋은가격에 좋은 청소기 들였습니다 흡입 아주 잘되고 좋습니다,흡입력
133891,좀 무겁네요유선이 더 편한겅 같아요,무게
133902,저도 사용하고 있는데 너무 무거워요그리고 물걸레 헤드 따로 보관하는곳 없어서 어디에 넣어야되나 맨날 고민하게 되요하지만 흡입력은 정말 짱이에요 수시로 꺼내서 쓱쓱 밀어주면 좋아용,무게and동작편리성and흡입력
133904,저도 3년 지나니까 같은 증상으로 배터리가 사망했어요 올초에 엘지AS센터에서 개당 10만원에 샀어요,배터리
133905,너무 무거워서 잘 안쓰게 되더라구여 저는,무게
133906,오브제는 청소기헤드가 다 수납되는게 진짜 장점이네요 저는 비스포크제트 구매해서 쓰는데 수납할때 다 보여서 펜트리에 따로 넣어 보관하고있어요 물걸레 물 분사 잘 안되서 as 두번이나 불렀어요,동작편리성
133908,무겁군요  저는 남자라 그런지 크게 무겁지는 않던데그게 또 다르군여,무게
133913,이 제품 늘 궁금했는데 후기 감사해요 무선청소기는 아무래도  엘지제품이 제일 좋다구 하더라구요 디자인도 넘 이쁘네요,디자인
133916,움직임도 좋고 너무 좋아요,핸들링
133919,오브제컬렉션이 정말 이쁘드라구요,디자인
133922,기존 A9보다 훨씬 가볍고 잘  됩니다역쉬LG,무게
133925,약간 무겁지만 생각보다 조용하고 좋습니다,무게and소음
133927,다이슨 유선청소기 사용했었는데 무겁고 헤드가 너무 작고 두꺼워 청소하기 너무 힘들었는데 손잡이부분 고장나자마자 미련없이 lg 걸로 구매했어요 시간도 적게 걸리고 넘 편합니다,무게and기타
133928,쇼파밑에 들어가면 마음을 비우고 있어야해여   배터리 교체시기만 빨리 오지않았으면 만족해요  돈이 좋긴좋네요  방닦기 너무 힘든데,청소가능영역and배터리
133929,소음은 터보가 당연 더 크지만 예약으로 없는 시간에 돌릴 거라 상관없구터보 소음도 생각보다 안커요디자인 이쁘고 흠집없이 배송 빠르게 잘왔구요오자마자 밥먹으러 달려가는거 보고 좀 귀여웠어요배터리는 거의 없는 상태여서 밥부터 먹이는중,디자인and소음
133931,소리도잔잔하고부드럽게잘됩니다,소음and소음
133933,생긴것도 이쁘고 성능도 이쁘네요,디자인
133934,기존에 이전 모델 사용하고 있었는데좀더 나아진것 같습니다색상은 생각보다 만족하진 못하네요배송은 빨리왔습니다전체적으로 만족합니다,디자인
133936,사용하는 것이 매우 편안 합니다흡입력도  좋으네요,흡입력
133937,사용이 편리하고  거치가  자유로워 충전이 편함,동작편리성and동작편리성
133947,두번째 선택해서 사용중입니다 전에는 레드쓰다가 거의 똑같은 제품이라 구매했어요몇년 잘 사용했었고 흡입력도 좋고 분리도 쉬워서 굳이 다른 제품 찾아볼 필요가 없었어요일단 가벼워서 좋아요다이X쓰다 무선이라 편하긴 하지만 무겁고 손목이 안 좋아서 이거 쓰는데 무리없이 편해요흡입력 짱입니다,흡입력and조립성and무게and흡입력
133948,먼지통 물로 씻으셨어요 그거 필터랑 통 물로 씻으면 냄새 안나용 안내책 읽으면 물로 씻으라는 부품 안내 있어요 저 2년넘게 사용중인데 물로 씻고 잘 말리면 냄새 하나도 안나용,위생and위생
133950,디자인 예쁘고 사용하기  편리해요,디자인
133951,구성알찌고 좋네횻,기타
133953,가볍고 소음 적고 흡인력 좋고,소음and흡입력and무게
133961,힘도좋고 흡입력 졸네요,흡입력and흡입력
133963,흡입력이 좋아요잘 사용하고 있어요,흡입력
133967,편하고 예쁩니다 만족,디자인
133968,퇴근시간때문에 수령만 하고 직접 혼자서 설치했는데 엄청 간편했네요 생각보다 박스가 커서 놀랐습니다,조립성
133971,코드제로도 무겁긴해유 첨에 깜짝 놀랐어여 무거워서,무게and무게
133980,좋긴한데요생가보다는빨아들이는세기가좀약한듯요너무기대를크게햇는지유선쓰다가무선을쓰니이방저방들고다니기가엄청편해요,흡입력and동작편리성
133981,좀 무거운감은 있지만 물걸레와 먼지청소를 한번에 할수 있어 좋아요,무게
133982,부모님댁에 하나 제꺼하나 샀는데부모님께서는 흡입력이 약하고 물걸레질이 잘안된다고하셔서제가 부모님꺼 가져다쓰고 제꺼는 반품신청 해놨네요가벼운 물걸레질은 할만해요 머리카락이나 먼지정도는 흡입잘되고요 조금비싸지만 쓸만하다 생각합니다근데 반품신청은 에러사항이 많네요왠만하면 쓰자는 주의라 반품처음하는데 복잡하고물건 수거도 안되고 결제취소는 언제 될란지,흡입력and흡입력
133983,사용하던 다이슨 청소기가 고장나서 이번에 LG 올인원 무선 청소기로 구입했네요 제품이 품절이라 배송은 오래 걸렸는데 배터리 2개고 청소함 비우는 기능에 물걸래까지 디자인도 좋습니다 받아서 청소 한번 해봤는데 소음도 나쁘지 않고 타워형태라 벽에 고정시키지 않아도 되서 좋아요 청소도 다이슨 보다 더 잘 되는 것 같아요,디자인and소음
133985,적당한 가격에 좋은 제품 구매한것 같아 만족스럽습니다 배송도 안전하고 빠르게 잘 받았습니다기존에 무선 물걸레 청소기가 있어 물걸레 키트 없는 모델을 찾아서 구매한거라 제품이 간단하고 조립도 어렵지 않게 빨리 끝나습니다 조립하자마자 시운전해봤는데 성능도 좋습니다 소음도 크지 않고 적당합니다 사용시 약간 무거운 감은 있습니다,조립성and소음and무게
133994,이전 모델이 물걸레가 없는거군용 고양이털은 안빨린다니 아쉽네요,흡입력
133996,우와 생각보다 디자인도 많이 이쁘네요,디자인
134000,먼지비움 자동으로 되고 편한거 같더라고요 여름이라 냄새 나는거 필터 물세척하고 완전 바짝 말리셔야 해요 그러면 청소기 너무 잘 쓰고 있네요,위생
134002,엘지 코드제로 로봇청소기 R9 쓰는데 청소기 높이가 높아서 아기침대 밑이나 거실장 밑에를 못들어가요 그런데를 로봇청소기가 해줘야하는데  높이 잘 보셔야 될거같고 파크론 놀이방매트 정도는 올라가요 좋기는 좋은데  청소기가 생각보다 크고 두껍고 해서  저는 그냥 자주 안쓰고 코드제로청소기 돌리네요,청소가능영역and청소가능영역
134005,아직 본격적으로 사용하지않아서 장단점을 구체적으로 적긴 어려울 것 같아요 다만 먼지 안날리게 먼지함을 비울 수 있다는 점은 너무큰 매력인것 같아요,유지관리
134011,34주 걸린다고 했는데 일주일만에 배송되었습니다베이지색이 카키색에 비해 배송이 삐른 것 같아요성능이나 소음은 역시 기대이상입니다,소음
134012,생각보다 일찍도착하고 그립감이좋아요,그립감
134015,집에 기존 LG 로봇청소기 VR6480 모델 사용중인데 기존제품은 물걸레용으로 사용하고 R9 오브제컬렉션 RO971GA 모델이 최신제품이고 성능이 많이 좋아진 제품으로 생각되어 구입하였습니다지난주 화요일에 도착하였는데 어제 일요일에 처음 개봉하고 충전 LG thinQ 어플 설치 제품등록 및 업데이트 후 처음 사용하였습니다사용 후 소감은1가격  100만원이 넘는 금액은 조금 부담되나 신제품이라 성능이 좋아 나름 만족2흡입력  전 배터리 때문에 터보모드는 사용하지 않고 일반모드만 사용하는데 바닥에 먼지 및 이물질이 없어물걸레 후 걸레가 깨끗함 만족3청소시간  꼼꼼모드로 30평 기준 4045분 소요4소음  기존 LG 로봇청소기 VR6480 모델보다 소음이 약간 적으며 부드러움5사물인지능력  R9보다 오브제컬렉션이 연산속도가 18배 증가되었다고 하는데 이는 좀더 사용해 봐야 할 듯 6먼지통 청소 및 필터  기존 VR6480 모델은 청소시 흡입구 및 먼지 등을 닦고 헤파필터는 물이 묻으면 안되고 먼지통과 스펀지 필터를 물로 청소해야하는 번거러움이 많았으나 RO971GA은 청소통이 일체형이고 모든 필터가 물청소가 가능하여 만족7기타 성능  확실히 전에 사용한 VR6480 모델은 좌우측 브러쉬로 먼지 등 이물질을 모아 중앙 흡입구로 흡입한 것 보다 RO971GA은 일반 진공청소기와 같은 전방의 넓은 면적의 일체형 브러쉬로 먼지 등 이물질을 흡입하여 매우 만족총평  별 5개 만점에 48점02점 마이너스는 VR6480 모델은 물걸레 기능이 있으나 RO971GA는 물걸레 기능이 없음,유지관리and유지관리and유지관리and흡입력
134027,무선청소기 쓰다 힘이 약한것같아 예전에 쓰던 유선 청소기 같은 모델로 구입했어요 대청소할때 힘이 좋아 청소가 시원하게 되는 느낌이에요,흡입력
134034,디자인도 이쁘고 효능도 좋아보이네요 좋은 정보 감사합니다,디자인
134035,다이슨이 흡입력은 최고라더라구용 궁금해요,흡입력
134036,다이슨은 흡입력이 좋다고하던데 저는 엘지 좋아해유,흡입력
134041,구매후기에 호스가 부드럽지않다고한대로 역시 호스는 좀 뻣뻣한 느낌이지만 흡인력좋고 코드 줄도 길어서 약간의 불편함을 감수하고 가격대비 좋아요 무선청소기가 무게가있어서 사용하기 불편했는데 다시 유선청소기를 구매하길 잘 했네요,동작편리성and동작편리성and흡입력and동작편리성and무게
134044,가격빼고 완벽해요 디자인도 이쁘고 성능도 너무 좋구  오래오래 쓰려고 구매결정했는데 200퍼 300퍼 만족합니닽,디자인
134046,흡입성능이 만족스럽진 않네요,흡입력
134047,흡입력은 다이슨이 더 좋다고 하더라구욧,흡입력
134049,소음이 있군요혹시 필터 청소는 따로 하시나요,소음
134053,호스부분이 부드럽지않고 흡입력도 보통이예요,동작편리성and흡입력
134057,나오자마자 사서 쓰고있는데 불편한 건 모르겠고 그냥 좋아요 하나 있다면 먼지 털 때 소음이 상당하다는 점,소음
134066,청소기 가볍고 기능 좋아요 사은품도 맘에 들어요,무게
134074,조용하게 구석구석 청소하고 다니네요생각1다는 사이즈가 아담 합니다 아버님이 청소 잘하고 다닌다고흐믓해 하십니다,청소가능영역and디자인
134079,워시타워 말씀이시죠완전 괜찮습니다소음도 적고 잘 쓰고 있어용,소음
134083,저두 쓰고 있는데 좋아욬 먼지통 안비워도 되니 세상 편해요,유지관리
134090,이게 초기모델인가요 작년에 워시타워 사고 받은건데 어제 다이슨 배터리 사망하고 개봉했어요,배터리
134100,엄마가 쓰던 유선이 고장 났다고 해서 사드렸어요 무게감도 적당하고 사용하기 편하다고 하시네요 올인원보다 가격도 저렴해서 좋아요,무게
134107,사세요 사세요 저도 한달전인가 타워만 따로 샀는데 설치할때 그 청소기에 먼지통 그거 새걸로 바꿔주시고 타워에 먼지통은 3개월에 한번이랬나 그때 교체하면 된다했어요 진짜 세상편해요 소음은 잠시뿐 청소기 돌리는 소리랑 똑같아요,소음
134108,비싸긴한데 물로 다 청소할 수 있다니 좋아요 소리가 조금 짜증나려 하네요,소음
134109,세련된 디자인에 출력대비 소음 만족합니다,디자인and소음
134112,맞아용 선없는게 젤편해유,동작편리성
134118,방금 딱 비우고 왔는데 글 보니 신기방기 하네요잘 비워지고 소음은 5초 10초 잠깐이라 신경쓰이진 않아요,소음
134122,먼지비움이 자동이라 좋아요,유지관리
134126,맞아요   근데 물걸레로 밀면서 흡입을 해서 좋긴한데 머리카락같은건 젖어서 안밀리는 경우가 있더라구용  장단점이 있는것같아유,흡입력
134133,다른것은 그런대로 괜찮은거 같은데 청소기 솔 부분이 접혀지는것은 필요없을것 같고 솔 해드부분이 얇아야 좁은공간을 청소할수있음,청소가능영역
134134,나 대신 구석구석 청소 말끔히 해주니  넘 고마운 로봇청소기    날아갈듯 편하고좋다,청소가능영역
134148,가격대비 가볍고 흡입력 좋고 너무 좋아요단점이라면 줄이 좀 짧아요줄은 확인을 못했어요,무게and흡입력and동작편리성
134152,우왓 새 청소기 이뻐요저도 청소기 옷방에 뒀어요 혼자서 동영상 찍기 힘들던데 정말 잘 찍으셨어요,디자인
134157,너무 마음에 들어요 추천합니다왜 진작 사지 않았던건지배송도 빨리왔어요완젼 만족합니다 무거울까봐 걱정했는데손에 딱 잘 잡히고흡입력도 좋아요,흡입력
134163,성능은 유선이라 흡입력은 좋구요 가격이 좀 저가라그런가 싼티가 많이남니다,흡입력
134165,살짝무거운거빼고 흡입력이 2단까지는 생각보다 약한거같아요그래서 별4개나머지는 넘 편하네요,흡입력and무게
134166,사용하기 편하고 먼지통 비움도자동으로 처리 가능해서 정말 편합니다,유지관리
134169,배송도 빠르고 좋아요 생각보다 무겁기는 한데 좋아요,무게
134172,물량이 부족해서 배송이 늦었던것 빼면 상품은 아주 좋아요먼지통 자동 비움 작동 시 소음이 꽤 있어요 밤에는 가동하기 힘들 듯 해요모든 부속품이물걸레 제외 타워안에 깔끔하게 수납되는 것도 장점이에요,소음and소음
134173,무척 가볍고 흡입력 좋아요청소 후에 먼지통 탈착식이라 좋고다른 청소기에 비해서 소음이 덜 해요엘지 싸이킹 무척 좋은 청소기입니다많이 기다렸는데 기다린 보람이 있는 제품이네요,무게and소음
134178,디자인도 너무 예쁘고 써보니까 품질이 너무 좋아 대만족입니다가격은 비싸지만요,디자인
134182,기존 청소기들은 구석진곳에 두고 꺼내 썼는데 이 오브제 청소기는 디자인이 이뻐서 거실 한켠에 둬도 이쁩니다 밧데리 2개라서 여유도 있고 물청소까지 한꺼번에 되니까 너무 편해요ㆍ,디자인
134183,걸레사이즈가 작다 스팀이 아니라 아쉽다 헤드크기가 두꺼운 편이라 각진 모서리부분 청소시 불편 최대 단점 무거움 광고모델들은 거뜬히 들던데 신기할 따름 무게와 슬림한 헤드 원함,청소가능영역and무게
134184,가볍고 조용하네요,무게and소음
134185,가격대비 매우 만족합니다 무게가 조금있지만 소음도 적고흡인력이 좋습니다,무게and소음and흡입력
134188,흡입이랑 물걸레질 한번에 해결하는거 너무 좋네요좋은 하루 보내시고 시간 되실때 제 블로그도 들러주세요,흡입력
134193,코너 청소를 위한 90도 꺾이는 것이 매우 불편함 차라리 일반적인 흡입구가 나을듯,청소가능영역
134196,청소기가 너무 가벼워서청소할때 본체가 들리고흡입구도 안정적이지 않아청소할때 사용감이 불편합니다청소기는 너무 가벼운거보단약간의 무게감이 있는게사용하기 편한듯 합니다,무게and무게
134198,청소기 음 솔직히 잘생겼습니다,디자인
134200,소리도 조용하고 먼지비움으로 더욱더 편해졌어요진작살걸 그랬어요 너무좋인요,소음and유지관리
134201,좋아요 가볍고 조용한편이네요,무게and소음
134202,좋긴한데 빨아들이는게 좀 작아요,기타
134204,정말 최고 인생 청소기를 만났네요1 기사분이 와서 직접 설치  설명 설명서 보구 헤맬것도 없고 척척 다 설치해주고 디테일한 사용법 다 알려주십니다 나가실땐 박스 스티로폼 싹 다 갖고나주셔서 정리할것도 없어요 궁금한거 질문하면 친절히 다 답변해주십니다2 유선청소기 무선 일반 청소기 다이슨 다 써봤던 유저로서 이번 A9 청소기는 역대급걸리적 거리는 선 없고 키에 맞게 바로 길이 조절 가능 지저분하지 않게 다른 도구를 넣을 숨겨진 공간 확보 먼지 머리카락 흡입과 동시에 바로 물걸레 가능이게 찐상당히 부드러운 그립감먼지 바로바로 빼주는 기능브라보침구 청소 구석청소 다 가능편리한 도구들 깔끔하게 물청소 가능이건 신랑 몫3이쁩니다디자인이나 색감 어디가나 꿀리지않아요이거이거 청소후 티타임 하며 슬쩍 보이게 SNS사진 올려서 나는 A9유저다며 자랑 좀 해야 될 각너무 맘에 드네요역시 가전은 LG내돈내산 후기입니다,동작편리성and그립감
134212,저도 이거 넘넘 사고 싶어요유선청소기는 힘은 좋지만 수시로 돌리기가 힘들어서,흡입력
134218,저이거 사용해 보고 싶었는데  후기도 궁금해요 얼마나 잘 빨리고 관리가 편한지,유지관리and흡입력
134221,먼지통이 훤히 보여 놀랬어요 작은듯한데 힘은 좋은듯 하내요,시인성가독성and흡입력
134229,요를리님 그쵸 아무래도 모터도 다 손잡이에 있는거라 좀 무거운 건 어쩔 수 없나보더라구요그래도 못 들 정도는 아니라서 아주 잘 사용중입니다,무게
134256,생각보다 크기는 작지만 소리가 크네요잘쓰겠습니다,디자인and소음
134258,기존에 사용하던 청소기가 운명을 달리해서 청소기 찾던중에 구매하게 되었어요엘지 청소기는 워낙 좋다는 얘기를 들어서 기대하며 구매했습니다배송은 미리 지정 가능하도록 알림톡으로 알려줬고 배송당일 기사님이 한번더 연락 주셔서 시간 고지받고 수령 했습니다상품은 깔끔하게 포장 잘 되어서 왔고 직접 조립해서 바로 사용해봤어요청소기 소리는 기존에 사용하던 청소기 대비 생각보다 소음이 크지않고 장판바닥이나 카펫 청소할 때 매우 잘 청소되네요전원 코드가 두껍게 만들어져 있어서 꽂고 뽑기 매우 편리합니다상품 색상이 회색이어서 오래 사용해도 심하게 때 타지 않을거같아서 만족합니다잘 사용할게요 감사합니다,소음and동작편리성and디자인
134269,디자인성능이 맘에들어요배송은 느려요,디자인
134278,무선 청소기 무거워 다시 유선으로 교체하기로 결정하고 선택된 LG 청소기는 누구나 편히 돌릴 수 있어요  먼지도 안나오게 플라스틱 필터도 있고 가성비 갑,무게and무게
134286,다이슨 배터리 가격으로 구입한 놀라운 청소기제일 저렴한 걸로 구입해서 기대도 안했는데 정말 속이 후련하네요  이렇게 가볍고 강력한데 가격까지 저렴하다니 참 고마운 제품이네요,무게
134294,가볍고 기능이 많아 맘에 쏙 드네요,무게
134295,가볍고 흡입도 잘되고 잘쓰고있습니다,흡입력and무게
134302,흡입력이 강하고 기능이 다양합니다디자인도 예쁘고 만족합니다배송안내와 배송날짜까지 빠르고 정확했습니다매우 만족합니다,디자인and흡입력
134304,너무좋아요 흡입너무잘되구요 헤드 여러개잇어서 침구도 청소가능해요 짱짱,흡입력
134305,헤드부분만 따로 사도 16만원인가 아무튼 비쌌던거같아요 동영상은 아기가 자고있어 틀어보진 않았지만 일단 저같은 경우는 작년에 2년정도 쓰고 헤드부분에서 소음이 있어 as받았는데 헤드쪽 모터가 망가져서 그렇다고 교체받는데 8만원정도 들었던가 그랬어요,소음
134309,다이슨 사용하다 엘지로 바꿨습니다 소리는 확실히 다이슨에 비해 작네요  흡입력은 전원 누른 후 한번 더 눌러서 사용 중이에요 표준은 너무 약하더라구요 물걸레는 아직 사용 전이라 모르겠고 거치대가 좀 더 높았으면 좋겠어요대체로 만족합니다 아 색상은 화면보다 어두워요,소음and동작편리성and디자인
134310,통째로 가져가려니 너무 무거워서 생각만해도 귀찮음이헤드만 가져가봐야겠어요,무게
134312,친정집에 선물로 드렸더니 너무 좋아하셨어요 조립도 어렵지 않게 하신거 같구요 배송도 문의했을때 답변이나 연락주셔서 너무 기다리지 않고 받았어요,조립성
134314,잘 봤습니다 제 블로그도 놀러와주세요 청소기예쁘네요,디자인
134317,다른 흡입구 끼워서 괜찮으신거면 저 흡입구만 분해하셔서 안쪽이랑 바퀴 쪽 붙어있는 먼지들 쫙 청소해보세요이물같은게 껴있어서 나는 소리일 거 같아요 청소기 조용하고 좋거든요 아님 서비스 잘 받아보셔요,소음
