리뷰 번호,리뷰 원문,카테고리
28586,엘지것 이년째 매일 사용해요 하루에 두번도 사용하는데 아직까지 그런 소리는 안나네요일년째면 서비스기간일경우 빨리 서비스 받아보세요,소음
28589,엘쥐 2년되가는데 한번도 그런적 없었어요 띵동띵동 소리 자체가 먼지 몰겠네요 서비스 받아보셔야할것같아요,사운드
28612,다 끝나고 나서 제가 바로 정리하려고 활짝 열었더니 뜨거워서 냅뒀거든요 그랬더니 띵동띵동 하더라고요 냉장고 문 열림소리처럼,사운드
28613,내부온도가 아직 뜨거워서 조심하라고 경고음처럼 나는거에요,사운드
28615,걸레받이부분 맞춰서 깔끔한게 좋으면 빌트인이요,디자인
28630,이전에 수입품을 쓰다가 이번에 이사하면서 LG DIOS식기세척기로 구매했는데 세척력은 말할것도 없고 작동중 소음이 전혀 없어 깜짝 놀랐읍니다 어찌나 조용한지 심야에 돌려도 안심입니다 다음날 아침 확인해 보면 세척 종료 후 문이 살짝 열려 있어 세척기 통안도 다 말라 있구요 설거지 지옥에서 해방되어 너무 좋습니다,소음
28645,생각했던만큼 너무 예쁘고 성능에 만족스럽습니다코로나로 인해 하루 3번이상 설거지를 해야했었는데식세기 이모님 들이고 돌려놓고 산책다녀올수 있네요 하루 30분 이상 시간 아낄수있어 감사합니다리뷰 이벤트 신청합니다지마켓,디자인
28646,맞아요 물비린내가 나긴해여  그래도 다들어가는걸로 만족하려고용,위생
28650,급속이라 다른코스보다 헹굼이나 이런게 짧지 않을까요그리고 에코버는 냄새 좀 그렇더라구요,위생
28658,주문후 다음날 사전답사하고 문자로 배송이 약 한달정도 걸린다고 해서 기다렸다 도저히 못참겠어서 전화드렸더니 2일만에 오셨어요 여러분들도 참지말고 전화하세요 맨하튼 미드나잇이 인기가 많아서 고민하다가 샀는데 저희 장색깔이랑 잘 맞아서 기분이 좋아요 LG 빌트인 오븐자리에 장도 새로 안짜고 추가금 없이 바로 넣었습니다,디자인
28662,있는거다켜서하는데 저도얼룩남아서 젖병도 젖병솔로애벌해서돌리니까 얼룩안생기더라구요,위생and위생
28686,전 삼성쓰는데 너무 젛은데용 3단에 자동문열림도 되고 넓기도 하고 맘에 들어유,동작편리성and동작편리성
28691,저도 에코버타블릿쓰는데 저는헹굼추가해서 한번더 헹궈요냄새난적은없어서한번해보세욥,위생and위생
28692,저도 삼성쓰는데 3단이고 세척 잘되고 자동문열림에 몹시 만족하면서 쓰고있어요 조용하구요,소음
28694,저는 소금 넣으라는 말씀은 없으셨는데 물도 없어요 그냥 물기만 남아있더라구요,위생and위생
28711,삼성 써보고 sk 쓰는 중인데 둘다 세제따라 세척력 케바케라 생각했어요  세제 잘 맞는 거 찾으면 세척력은 둘다 비등비등 했네요 요즘은 거의 다 자동문열림 있어서,동작편리성
28714,배송은  설치기사님이 연락도 없이 안오셔서 하루종일  황당했었죠다른분이 담날  오셔서  설치해주셨는데엄청 친절하셨어요그리고 첨부한 영상은 몇주사용하고  찍은건데  가끔씩 세척 끝난후 열어보면  린스가 길게흘 러내려있고요두번정도는 세제도  반정도 안녹고 남아있더라구요그릇은  세척후  담날  마른거 맨손으로 정리한후는 손이텁텁한거같고 손싯으니 미끌미끌하내요그릇도 싯어보니  미끄럽고린스가 2로 기본설정되잇어서 1로 낮춰사용하고세재늘  반으로 쪼개서도 사용하고있어요계란찜한 냄비나  계란국끓인  냄비는 세척이 거의 안되고요냄비류 애벌심하게 안하면 세척 다 안되서 나와요모든식기류를  전 애벌 심하게 해서 넣어요고온건조되어서  나오긴하지만손설거지만은  못한거같지만  좀 편하려고 사용중입니다애벌시간많이 걸리고 아이셋 5인가족인데  그릇 많이 들어가진않아요 그래도 많이 편해요식기류들이  스팀에  약한것들이 아주 많내요그래서 그릇을 안바꾸면  스팀기능을 못 사용하고 있어요설거지대충 하시는분들에겐 아주아주 신세계가 맞을거같내요,위생
28728,딥그린도 잘 조화되어서깔끔하네요 혹시 쓰시면서 손자국 얼룩이자주 묻어나지는 않으신지요,디자인and디자인
28730,제품도 좋구요설치기사님이 주방을 다 정리 해 주시고 가셔서ᆢ 감동 입니다전주물류센터 판토스 정하 기사님감사합니다오래된 주방수전 걸이식 건조대재배치 해주셔서 정말 감사합니다표준코스는 108분 이나급속50분 으로도 충분한것 같아요급속도 고온행굼이 되네요완료후 문만 열어두면 됩니다저는 자연건조를 선호하거든요타사 자동문열림 과 고민했지만제 선택이 옳았던 같아요클림10년 사용 후 엘지로 바꿨죠누수로 수리불가엘지는 급배수 호스 직경이 큽니다배수 시 소리가 큰 것 말고는ᆢ작동시 소음도 적구요,소음and동작편리성and소음
28733,저흰 흰색이요 첨에 그린할까 하다가 색 대충 대봤는데 화이트가 훨 잘 어울려서 요거로 했네용 이게 집 입주 막 할 때 사진이라  뭔가 동떨어져 보이는데 지금은 진짜 이뻐요,디자인and디자인
28739,전 오브제는 아닌데 화이트색상 넣었거든요 싱크대랑 색이 안맞아서 하부장쪽 시트지 작업할거 생각하고 화이트로 골랐어요 진회색 식세기도 안어울리긴 마찬가지라 한김에 밝은색으로 가려구요 딥그린도 고급진듯해요 다만 집 분위기랑 맞아야해서,디자인
28751,오브제는 아이보리색이 젤 이쁘더라구요 실버는 점점 안하는 추세같아요,디자인and디자인
28752,오브제 안쓰지만 셋중 고르라면 실버가 젤로 좋은거 같은데요,디자인
28754,연수기능이라고 설거지후 흰 물자국 안남는데요,위생
28762,네 첨으로 시트지작업했는데 힘들더라구요앞으론업체에 맡길려구요베이지색이 진짜 이쁘긴해요,디자인and디자인
28763,린스는별도구요 연수기능 어쩌고저쩌고 흰물자국 안남게 해준대요,위생
28788,오 린스대신 넣으시나봐요 저도 해봐야겠어요 물비린내인지 좀 냄새가 난다싶었거든요 팁감사해용,위생and위생
28818,오 톤 잘 어울리고 예쁘네요 뭔가 제가 다 뿌듯,디자인and디자인
28828,자꾸 에러메세지가 뜨네요전화로문의해봐야겠어요,정보성
28832,전 그냥 표준써요상한음식 담긴그릇이나 기름기있는게 많으면 고온건조하구요자동 문열림 기능이 있어서 아침되면 거의 마르더라구요 그래도 잘 닦여요반짝반짝프로쉬나 에코버 쓰는데 얼룩도 없고 냄새도 안나요,위생and위생
28834,전 강력안심헹굼해서 1시간 45분 이렇게 하는데 얼룩 안생겨요 건조기능 써본적 없어요,위생
28835,저희도 녹색했는데 브라운 예쁘네요신상 저희도 18만원 주고 했어요 돈이 좀 들더라도 씽크대 가까운곳이 동선이 좋아서요 위치에 따라 식세기장 가격이 달랐어요,디자인and디자인
28842,녹색할까 고민하다가브라운했는데 잘 선택한거 같아요녹색도 튀지 않고 이쁘다고 하시더라고요저도 싱크볼이랑 가장 가까운곳에 설치했어요규격장은 비용 안드는데동선이 안좋더라고요,디자인and디자인
28843,저도 물자국 스트레스로 린스 세제 다 교체해보고 식세기 교체까지 받았는데 달라지는 건 없더라구요이제는 포기하고 사용합니다 물자국 말곤 세척은 확실히 깨끗하더라구여,위생
28844,저도 고온건조까지 꼭 해요그래야 얼룩 안생기더라구요,위생
28859,요번에 새로 나온거라설치기사님도 오늘 처음 실물 보시는거라고 하시더라고요설치하시고는 이제껏 제니스에 식세기 설치한중에 이 브라운이 가장 잘어울리고 이쁘다고기사님이 뿌듯해하셨어요,디자인
28861,와 이뻐요 제가 사러갔을땐 브라운이 없었는데따끈따끈 신상인가봐요 이뻐요,디자인
28867,안들어가는 냄비가 없다니 좋네요물비린내는 어쩔 수 없나봐요,위생
28882,베이지 컬러가 화이트 주방에 너무 잘 어울리고 예뻐요 소현님,디자인and디자인and디자인
28888,녹색도 이뻐서 고민했었는데녹색도 잘 어울리는군요,디자인
28894,근데 진영은 수돗물 석회때문에 물자국은 어쩔수없는것 같아여 타지역살다와서 깜짝 놀랐어요,위생
28921,저렴하게 사서 만족하고기존 타사 제품껀 소음이 있었는데 요 제품은 조용하네요물빠지는 소리 전에는 돌아가는 건가 갸웃 했어요설치도 빠르고 판매자 분 답변도 빠르고 만족 합니다,소음and소음
28926,어느 회사나 방치해두면 냄새가 나는데 요즘 sk꺼는 거의 안나요 저는 터치온 쓰고있어요,위생
28972,가격비교해서 고민하던차에 청구할인이 있는 ssg에서 구매하게되었습니다주말에 주문해서 월요일 점검 후 화요일날 설치할 수 있었습니다후기보면 늦게 설치된경우 많은데 정말 빠르게 받았어요사실 하루라도 빨리 설거지옥에서 벗어나고 싶어해서 왜이걸 이제 삿나 싶을 정도였으니까요설거지를 자주 하지 않지만 안해봐서 그런지 시간도 오래걸리고 힘이 들었습니다성능은 말안해도 최고라고 생각합니다 뽀득뽀득 설거지가 너무 좋아요 손으로 몇번 행군듯한 상태소음도 켜져있나 확인해볼정도로 너무 조용하고 좋네요 식세기 이모님 오신게 가정의 평화를 만든것 같습니다참고로 저는 남자 가장 입니다 설거지를 가끔하는데 할때마다 낮은 싱크대로 허리 아파 고생했는데 스트레스가 대폭 줄은 느낌이에요디자인도 고급스럽고 매우 만족합니다와이프는 스팀기능을 너무 좋아하더라구요 세균박멸 바이러스 박멸주말에 부부가 설거지메 알력싸움하는 것도 사라졌어요무이자 12개월 하면 하루 1만원도 안되는 돈인데 투자가치가 차고 넘친다고 봅니다자유시간도 늘어나서 자기개발도 할 수 있구요 강력추천합니다,디자인and소음and소음and디자인
28991,어디다놓으셨나요눕히는것보다 세우는게 세척력이 더 좋아요그릇이 엉켜서 잘못 놔졌을때도 세척력떨어지구요린스쓰심 물때 덜생겨요,위생
29003,소음도 적고 세척도 잘돼요,소음
29004,소음없고 위생적 이뻐요,소음and위생and디자인
29008,빌트인이 깔끔하죠  집이 70평 이상이면 프리스탠딩도 좋구용,디자인
29055,님글 보고 집 식세기 확인 해봤는데 녹 안슬었어요 as 신청 해보세요,위생
29068,아하하 효링님 너무 기여워요 저도 비스포크보단 오브제가 제 스타일이더라고용 물론 비스포크도 넘나이쁘긴해용 나중에 효링님 결혼준비 포스팅 기대해볼께요,디자인and디자인
29069,저도 물비린내랑 음식냄새랑 섞여서 청소해도냄새났었는데세제바꾸고나서 그나마 좀 나아졌네요근데 몇년쓰면 아마 냄새가 베어서 그럴수도있겠다싶어요,위생
29072,생각보다 배송이 빨랐습니다 롯데카드 청구할인으로 더 저렴하게 구매했고 품질이야 품질의 엘지이니 두말할 필요 없어습니다 인터넷으로 삼성 엘지 외국제품 비교영상을 보고 결정했구요 자동문열림과 스팀 회오리  물사용량 전기세등등 여러가지 이유로 엘지를 선택했고 설치비는 규격장으로 무료였습니다 결과는 대 만족입니다,동작편리성
29077,엘지 12인용 쓰는데 냄새 안나요,위생
29083,아질러야하나 심히 고민되네요냄새가 나니까 너무 스트레스에요,위생
29086,식세기 세척제 거 하면 괜찮아용저도 냄새나면 돌려용같은 sk입니다물때 끼는거라 하더라구용,위생and위생
29096,네 12인용이라 엄청 많이 들어가는게 장점이에용,공간효율성
29105,저희집이랑 똑같은 현상이   저는 누수는 없는데 부식이 있어요혹시 어떻게 처리돼셨나요,견고성
29106,저희집은 1년 좀 넘게 쓰고 누수는  없는데 부식은 된것 같네요 혹시 그 뒤로 어떻게 처리하셨나요,견고성
29113,소금 넣으라고 하는거 아닌가요 저희집도 소금넣으라는 오류 떴을때 안넣었더니 끝날때마다 계속 소리나더라구여 그냥 무시하고 있어요,소음
29114,저도 엘지 쓰는데 프로쉬 쓰는데 린스 겸용이라 따로 안쓰구요 물때가 계속 끼길래 소금 넣었는데 그때부터 물때 1도 없길래 소금 맹신 하네요 소리는 난적 없어요 as문의해 보세요,위생
29121,네 그 알림후에 삐삐 이렇게 소리나요 일단 서비스접수는 했어요 답변 감사해요,사운드
29127,오류코드도 안뜨시나요저희집도 그래서 기사님 오셨었는데 거품이 남아있을 때 알려주는 경고음이라고 하시더라구요 저희집은 엘지에서 준 프로쉬로 쭈욱 쓰고 있었어서 그 문제는 아닌지 확인하시고  좀 덜 민감하게 버튼을 조작해주고 가셨어요 그 뒤로는 소리가 안나네요,소음
29129,오 엄청많이 들어가는거같아요 잘보고갑니당,공간효율성
29131,역시 오브제 이쁘네욤,디자인
29141,식세기 끝낫을때 울리는 알림음 말고 소리가 나신단거죠 저도 소금이니 린스니 안써요  서비스센터에 한번 문의 해보세요,사운드
29143,식기세척기 진짜 너무 편하더라구요 있으면 디자인도 이쁘고 좋은 제품이네요,디자인
29160,색상이 너무 예뻐요 기존에 타사 식세기 사용하고있었는데 엘지 제품 나오기 전에 구매한거라 실용성이 좀 떨어졌어요 크기에 비해 그릇도 많이 안들어가고 이건 식세기 그릇 칸이 접히는거부터 너무 좋네요 아직 사용전이지만 후기가 워낙 좋아서 믿고 씁니다,공간효율성and디자인and디자인
29170,저는 오브제 식세기 이쁘던데요  인테리어 새로 하시면 싱크대라인 맞춰서 하심 더 이쁠거예요,디자인
29178,식세기  요즘 정말 잘 나오더라구욘오브제꺼 깔끔하니 넘 예쁘네용,디자인and디자인
29190,sk거의 10년쓰다 lg 쓴지 1년반엘지는 문 열고 건조시켜야되더라구요자동열림이긴 하지만sk는 싹 건조돼서 나왔는데 엘지가 소음이 적은거 빼고는더 좋은거 모르겠어요다시사면 sk삽니다,소음
29215,한참식세기 알아볼때 알게된건데 삼성제품에서 냄새가 난다고 들었어요 교환 받으시던데요,위생
29233,색상도 예쁘고 잘 닦여요 잘 구매한것 같습니다,디자인
29257,저도 같은 상황입니다 안그래도 서비스센터에 전화해야지 하면서 이걸 얘기한들 뭐가 나아질까 싶어 미루고 있었어요 왠지 이해를 못할 거 같기도 해서요 근데 댓글보니 아스콘 있는 제품인가봐요 뭔지 잘 몰라 알아봐야 겠네요식세기 돌리면 무조건 환풍기 틀고 양옆으로 주방 하부장 문들을 활짝 열어놔요 그래도 냄새가 나긴 하지만요참고로 저는 삼성제품입니다,위생
29274,설겆이 할 시간에 다른 집안일 할 수 있고 남편이랑 다툼도 사라지고 물도 아끼고 소리도 거의 안나서 너무 편안해요,소음
29283,꼭 전화하세요  건강과 직결되는 문제일 수도 있으니 교체해도 냄새가나서 답답한데 저희집 식세기가 하자가있는 제품이어서 반복적으로나는건지 차라리 없애는게 속편할거 같기도합니다 참,위생
29288,6인용 살까 12인용 살까 고민하다 6인용 삿는데 만족합니다씽크대위에 있어서 허리 굽힐 필요도 없고 냄비는 위에꺼 빼고 하니 만족합니다,동작편리성
29291,안녕하세요리뷰 완전 잘 봤어요 혹시 베이지색 스크래치가 잘 나거나 하진 않나요색이 너무 예쁜데 스크래치에 관한 글을 봐서 살짝 고민중입니니다,디자인and기타
29296,주문하고 언제 사전점검 나오고 설치할 수 있을지기다리고 있었는데 생각보다 금방 연락이 오더라구요기사님이 연락 주신후 사전점검 나오셨고사전점검 이후 하루 만에 설치 받을 수 있었어요기다리는 시간이 짧아 넘 좋았답니다아기 이유식 시작하면서열탕소독 해야되는 것들이 너무 많아져서이 때문에 식기세척기를 구입하게 되었는데LG 식기세척기는 국내 유일 트루스팀기능이 탑재된 제품으로100도의 스팀으로세균이랑 바이러스를 제거해준다고 해서타사 제품이 아닌 LG 제품으로 구입했어요이제 젖병 이유식용기 이유식도구 모두열탕소독하지 않아도 되니육아가 더욱 편해질것 같네요 버튼도 간단하면서 보기 쉽게 되어 있어작동시키는 것도 어렵지 않구요소음도 크게 느껴지지 않아밤에도 문제없이 사용하고 있답니다그리고 디자인 때문에 오브제랑 고민했는데이 제품도 디자인이 나쁘지 않아요세련되고 깔끔해요젖병이나 유리컵 등 세척하고 나서 보면뽀독뽀독하구요스텐 제품은 더 광이 나는것 같은 느낌  고민하다가 구입했는데LG 식기세척기 구입하길 잘한것 같아요,디자인and소음and디자인
29300,제가 sk매직6인용쓰다가 쿠쿠6인용쓰는데 sk는 끝나면 바싹 몸체까지말랐는데 쿠쿠는 그릇은 마르는데 본체에는 물기가 흥건해요 열어두면 금세 마르고요 무슨 차이인지 물기없어야 곰팡이나세균이 없을것 같은데매직이 식세기는 좋은것 같네요,위생
29305,저희집도 이래요 린스는 안쓰고요 자동으로 문 열릴때 조금 더 열어둬요,동작편리성
29312,저도 엘지 식세기 쓰는데 안에 그런 자국은 전혀 없어요혹시 빌트인 고정할때 생긴 나사못 자국일까요 잘은 모르지만요,위생
29318,저는 오히려 첨 받은 7월이 녹슨거 아니였음 좋았을 것 같아요 렉도 뻑뻑하고지금 받은거는 렉도 뭔가 고정이 느슨하고 영아니네요,동작편리성
29320,식세기를 들이기위한 많은 노력이 있으셨군요애벌설거지후 식세기에 그릇넣는 동선이 좀 불편할게 예상되어 그게 좀 걱정이네요요즘은 국산도 자동문열림이 되어서 너무 좋아요 저 살때는 밀레만 그게 있어서 돈이없어서 지멘스 산 1인으로 늘상 요즘 식세기들이 부럽네요,동작편리성
29348,색상은 싱크대에 맞게  샀고가격도저렴하게  구입  했어요그리고사용해보니  소음도적고  좋아요,소음
29355,아고 확인해 주셔서 감사해요뭔가 스탬핑인지 자국이 생산할때 발생하는건가봐요저도 원래 녹 생기던곳에 녹은 없어졌으니 다행이라 생각드네요숫자판이나 필터만 조금 그런거 같네요,위생and정보성and유지관리
29390,소리도 별로 크지않고 좋네요 그릇에서 광이 나요,소음
29391,성능은 말할 것도 없고 원하는 날짜에 배송됐고 화면보다 더 하얗게 보여요,디자인
29392,배송 오래 걸린다고 했는데 일주일도 안 걸렸네요 성능도 좋고 디자인도 맘에 듭니다,디자인and디자인
29396,다른 곳에서 다른 제품 주문했다가 3 4주 기다렸는데 결국 재고부족으로 주문취소 됐어요 그러다가 새로 검색해서 사게되었는데 여긴 배송도 열흘 만에 왔고 디자인도 깔끔하고 작동소리도 안나고 세척도 잘 돼요 강추 합니다,디자인and소음
29432,저도 그냥 디오스 블랙인데 이뻐요,디자인and디자인
29438,맞아요 오늘 넣어보니 중간에 그거 하나 접히고 안접히는거 차이가 클까 했는데 고거이 차이 크더라구요 작은 냄비가 들어 가냐 마냐의 큰 차이열심히 알아본 보람 있었습니다,공간효율성
29473,식세기 사용하니 세상편하고 좋네요소음도 적고 좋으나 건조가 덜 되고 세척도 깨끗하진 않아요,소음
29510,식세기 너무 예뻐 착해 일 잘해 무이자가 아깝지 않다 흥분해서 바로 올리려다 주방 폭탄맞아서  주말에 싹 정리 좀 해야지 아 근데 각이 안 나와 물건이 너무 많아서 0 난 미쳤었나봐또 사겠지만,디자인
29542,삼성식세기 1년짜 쓰고있는데 건조는 끝나면 바로 말라있는 상태는 기대하지마세요  불가능인거같아요  고열로 건조하면 그릇수명에도 좋지 않을거같기도하구요 저는 작동 끝나면 문 활짝 열고 그릇 밑에 물고이는 부분만 정리해줘요그러면 도자기류는 그릇이 뜨거운 상태라 빨리마르구오 플라스틱류는 아무래도 금방 식어서 인지 안마르는데 식기류 특성상 어쩔수 없는거같아요끝나자마자 물이 뜨거울때 하시면 가장 빨리말라요 플라스틱류는 물 털어주고 다시 넣어두면 금방 발라요넬리 식기세척기 전용세제 써요 린스는 소네트 쓰다가 어짜피 완전히 마르지도 않는거 굳이 왜쓰나 싶기도 하고 친환경이여도 어쨋든 잔여물 남길거같다는 생각에 반년쓰다가 지금은 안쓰고있어요넬리 권장 사용량의 반만 넣어도 기름있는 그릇들 완전 뽀드득 깨끗하게 잘됩니다오히려 넘  많이 넣으면 물자국 남더라구여어쨋든 1년동안 꺼보니 끝나자마자 백퍼 말라있는 상태는 기대하기 어렵다구 봅니당어느 회사 식세기든 어떤 세제 린스를 써두 마찬가지일거예요,위생
29545,저는 그래서 늘 액상세제를 사요요즘 세탁세제도 거의 액상을 많이 사용하잖아요 액상이 잔여물 안남고 좋은것 같아요,위생
29551,디자인값인것 같아요요새 깔맞춤 대세라 그런 느낌이네요,디자인
29571,식세기 컬러감 고급지고 좋아요 컬러 못 맞추신게 또 뽀인트가 되서  보기 좋아요,디자인
29572,식세기 있어도명절이나 특별한날에만 쓰게되는데이케 보니까  잘사용하시네요딥칼라 색이쁘고요주방도 미니멀 깔끔하네요,디자인and디자인
29586,물비린내가 나는 거 빼곤 만족,위생
29599,넘넘 예뻐요옹,디자인
29604,기계가 집에 적응을 한건지 한 23달 지나니까 갑자기 천장이 잘 마르기 시작했어요 1시간 이내로 물방울 다 없어지더라고요 좀더 써보세요,위생
29605,댓글을 이제봤네요 기계가 집에 적응을 하는건지 한 23달 지나니까 갑자기 천장이 잘 마르기 시작했어요 1시간 이내로 물방울 다 없어지더라고요,위생
29606,그렇다고는 듣긴했는데 그래도 생각보다 물기가 넘 많이 남네요,위생
29614,LG전자 오브제 컬렉션 식기세척기 DUBJ2EA 네이처베이지 디자인 컬러 성능까지 너무 마음에 듭니다 저희는 식기세척기 위에 인덕션을 설치하느라 설치 가능여부와 일정 맞추려고 시간이 좀 걸렸지만 만족합니다,디자인and디자인
29616,캬  역시 오브제라인 넘 이쁘네요  식세기 경험해보고 정말 신세계라고 생각했는데즈이집도 아직 2인가구에 집밥 많이 해 먹지는 않아서 안들였거든용 포스팅 보니 슬금슬금 알아봐야되나싶네용 키키,디자인and디자인
29635,식세기는 사랑입니다그나저나 화이트 색감 너무 예뻐요요즘 인테리어에 딱 맞는듯한,디자인
29658,저두 산지 45개월 됐는데 어느순간 알람이 뜨더라구요 그래서 채워줬어요전 주로1일1회주말엔 1일2회써요,사운드
29659,저는 산지 두달인데 처음부터 물비린내가 느껴져서 올인원 세제를 쓰는데도 린스도 쓰고 세제도 바꿔보구 했는데 아직까지도 냄세가나서 제품불량아닌가 의심하고있었어요   늘 애벌해서 넣기때문에 거름망 이런거 깨끗하고요 세척기냄세도 냄세지만  세척하고나면 물컵이랑 그릇들에서도 비린내가 너무나서 아이들이 싫어해요,위생and위생and위생
29661,오자마자 신나게 썼네요 설거지옥에서 벗어나게 되어 좋아요 녹색이지만 촌스러운 녹색 아니고 어두운 느낌이라 더욱 맘에 듭니다,디자인and디자인
29663,어 그러고 보니 저도 알림이 안뜨네요 안뜨는것도 문제인거예요 센터 연락해봐야해요,정보성
29674,문제가 있는건 아니라하더라구요근데 넣은지 한참됐는데 안떠서이게 되고있는건지어떤건지의문이 들어서요윗분도 알림떴다니기다려봐야겠네요,정보성
29678,내가설것이한것보다더깨끗하게됬어요설거지할시간에커피한잔먹으며여유를즐겼어용소음도없고씽크대에 마춤이라더좋읍니다짱이예요,소음
29686,저도 lg 가전을 좋아해서 딴데 들리지도 않고 바로 오브제로 봤는데 이쁘더라구요 정보 감사합니당,디자인
29697, 김냉자리에 놓으려고 사전점검 신청했는데 호스가 꺾여서 설치 불가하고 쿡탑 아래만 설치가능하다고 하셔서 어쩔수없기 걸레받이 잘라서 설치했어요 걸레받이가 높아서 빌트인 제품을 샀더라면 걸레받이를 일부잘라서 설치해서 보기 안좋았을거 같은데 저같은 경우는 스탠딩사길 오히려 잘한거 같아요 식세기 놓을자리없다고 생각하고 일년넘게 갖고싶다 노래만 불러댔는데 막상닥치니 싱크대 수납장도 다 정리하게되네요 이럴줄 알았으면 진작 살걸 그랬어요 시간안보인다는 단점이 있다고들 하는데 틈사이로 보면 시간보여서 전 불편함없이 잘쓰고 있어요용량 넉넉해서 설거지 완전 해방됐어요너무 좋아요살림은 역시 장비빨입니다,정보성
29709,너무 오래 기다리긴 했지만 진짜 잘 산것 같아요 넓어서 많이 들어가요 모았다가 하루 한번씩만 돌리고 있어요,공간효율성
29712,너무너무 좋아요기존에 있던건 소음이 심했었는데 이건 소음전혀없고 자동문열림기능까지 있어서 더더욱 만족하네요  설치기사님도 너무 친절하시고 설명도 잘해주시고 착한가격에 식세기 득템했네요,소음and소음
29716,고급진 그린색이라 씽크대 색상이랑 딱 잘어울려요식기세척기 너무 편하다던데 부모님 댁에 하나 설치해드려야겠어요,디자인and디자인and디자인
29737,왜 안사고 망설이세요식세기는 필수입니다싱크대 하부장 높이애 맞는 걸레받이 안으로 쏙 넣을수있는점 트루 스팀 예쁜 디자인 등이 LG 결정 이유에요기사님 당연 친절 꼼꼼하셨고 구매 후 실측 견적에서 설치까지 열흘 안으로 다 했었어요아기 낮잠시간 피해 설치시간 잡느라 조금 미룬것도 있구요사용 2달 되었는데 주변 지인들께 강추중이요모두모두 식세기 꼭 구매하세요,디자인
29741,약속일전에 미리 전화왔고 깔끔하게 설치되어 만족스럽습니다이사전에도 6인용을 사용하다가 빌트인 12인용으로 구입했고 크고 넉넉해서 만족스럽습니다 디자인과 색상 만족합니다,디자인and디자인
29748,소음이 전혀 없어서 작동되는지 신경 쓰일 정도내부외부 완벽합니다,소음
29755,배송 엄청나게빨라서 좋았고 예상대로 싱크대랑 어울려서 더좋아요 소음도 거의없고 뽀득뽀득해진 식기보니 너무 좋습니다,소음
29776,이쁘네요 마음에 들어요 색상은 베이지예요 흰색 하부장이랑 색상 차이는 좀 나요,디자인and디자인and디자인
29777,드디어 식세기이모님이 오셨네요요리 후 식사 후에도 이제 설거지 부담없고소음 작다는 후기에도 이렇게 작을 줄은 몰랐어요소음이 정말 작아서 설거지가 제대로 되는 걸까 의심될 정도로아직 표준으로만 몇 번 돌려봤는데다음날이 돼도 식기들이 완전 건조되진 않네요다른 버전으로도 돌려보고 저희집에 맞는 기준을 찾아 잘 사용하겠습니다그리고 참고로 저희집은 하부장 내부를 그대로 옆으로 옮겨주셨는데 이런 방법도 있으니 설치에 참고하세요집마다 다 적용되는지는 모르겠네요,소음
29800,빌트인으로 설치했어요 깔끔하니 만족해요,디자인
29804,이뻐요 설치기사님도 친절하시고 배송도 빠르고 좋아요,디자인
29806,식세기 고민하다 요즘 트렌디한 lg로 결정했어요디자인도 예쁘고 소음도 적어서 맘에 들어요 설치기사님도 친절하게 설명해주시고 설치도 꼼꼼하게 해주셨지만 배송이 너무 느린건 아쉽네요커피쿠폰 기다릴께요,소음and디자인
29813,이사 리모델링 하느라 미리 주문 하고 한달 정도 걸린단 연락 받았는데 실제론 2주 후쯤 기사님 연락오셨어요 화이트 톤으로 리모델링 해서 고민하다 화이트 색상 했는데 예쁘게 잘 설치 됐고 정말 편하네요 오브제랑 디오스랑 성능은 같은데 케이스 색상 차이라 해서 걍 디오스로 했어요  어차피 흰색 할텐데 뭔 차인가 싶어서요  저샀을때도 특가떠서 좀 할인받아샀는데 지금은 더 싸요,디자인and디자인
29841,가루날림때문에 저도 처음에는 가루 쓰다가 얼룩지고 그래서 액체로 바꿨어요 패밀리그라운드 쓰는데 이것도 1종이라고 해서 애들식기도 편하게 돌리는데 얼룩없어요,위생
29842,컴팩트한  디자인에 성능도 우수합니다설치기사님도 넘 친절하셨구요지인들에게 소개하고 있어요,디자인
29843,축하드려요 애벌은 귀찮지만 시간을 벌어줘서 좋아요 저희집은 그냥 lg인데 오브제가 더 색깔이 이쁘네요 하부장 안자르고 넣어서 더 좋아보여요,디자인and디자인
29857,1일에결재하구2주되는날배송온다구연락옴34주걸린다구햇는데빠르다구해야되나우선애벌을해서넣지만힘이들지않아괜찮고밥먹구설거지진짜할생각하면그릇그릇안꺼내려구노력햇는데지금은막쓰구식세기에넣고돌림1시간30분 알아서 돼구문열리구 나보다 깨끗히 하는 거 같아 믿음가고좋고 편하고 굿굿굿왜이제삿지 나,동작편리성
29868,싱크대판 시트지작업하고 싶은거있죠오브제색상에 맞춰서완전만족해요 역시가전은 LG,디자인
29871,식세기 화이트 기다리고 있었는데 좋은 가격에 나와 바로 구매했습니다사전답사요청했고 별도비용없이 잘 설치했습니다왜 다들 식세기 이모님 하는지 이해가 되네요그리고 엘지 식세기가 소비자들 입장에서 편리하게 참 잘 만든것 같아요화이트 색상 깔끔하니 너무 이쁩니다아직 애벌하고 그릇넣기가 익숙하지 않아 시간이 걸리지만 곧 빨라지겠죠기사님도 정말 친절하셨어요,디자인and디자인
29876,생각보다 많이 들어가요편하네요 좋아요,공간효율성
29898,냄새도나고 물얼룩도 심해서 글대로 해보고있습니다 천일염이된다니 따로 안사도되서 다행,위생and위생
